项目,≤10,2.58,2.74,2.25
第二章会计数据和财务指标,,,,
最大十家客户贷款占资本净额比率,不适用,12.77,13.93,12.66
累计外汇敞口头寸占资本净额比率,≤20,4.42,2.28,1.32
正常类贷款迁徙率,不适用,2.76,2.70,2.37
关注类贷款迁徙率,不适用,41.23,45.54,36.09
次级类贷款迁徙率,不适用,80.18,73.89,56.33
可疑类贷款迁徙率,不适用,85.89,77.08,88.84
不良贷款率,≤5,1.06,1.05,1.02
拨备覆盖率,≥130（注3）,277.63,290.28,288.42
拨贷比,≥1.8（注3）,2.94,3.04,2.94
