项目,指,释义内容
,,深圳发展银行股份有限公司（“深圳发展银行”或“深发展”）以吸
平安银行、本行,指,收合并原平安银行股份有限公司（“原平安银行”）的方式于2012
,,年完成两行整合并更名后的银行
本集团,指,平安银行股份有限公司及其全资子公司平安理财有限责任公司
,,成立于1987年12月22日的全国性股份制商业银行，吸收合并原平安
深圳发展银行、深发展,指,
,,银行后更名为平安银行
原平安银行,指,成立于1995年6月的股份制商业银行，于2012年6月12日注销登记
中国平安、平安集团,指,中国平安保险（集团）股份有限公司
平安理财,指,平安理财有限责任公司
平安寿险,指,中国平安人寿保险股份有限公司
央行,指,中国人民银行
中国证监会、证监会,指,中国证券监督管理委员会
