项目,期末余额,列3,期初余额,列5
项目,,,,
,应纳税暂时性差异,递延所得税负债,应纳税暂时性差异,递延所得税负债
非同一控制企业合并资,,,,
产评估增值,"39,084,097.80","9,771,024.45","40,297,947.64","10,074,486.91"
"单价5,000元以下固定",,,,
资产加速折旧,"62,385,387.04","15,596,346.76","42,905,783.24","10,726,445.80"
单价不超过100万元的,,,,
研发设备加速折旧,"52,072,779.96","13,018,194.99","31,998,216.89","7,999,554.24"
合计,"153,542,264.80","38,385,566.20","115,201,947.77","28,800,486.95"
