项目,实地调研,机构,详见深圳证券交易所投资者关系互动平台
《投资者关系活动记录表》（2019-00,,,
2019 04 25,,,《投资者关系活动记录表》（2019-001）
年 月 日,实地调研,机构,详见深圳证券交易所投资者关系互动平台
2019 06 11,,,《投资者关系活动记录表》（2019-002）
年 月 日,实地调研,机构,详见深圳证券交易所投资者关系互动平台
2019 09 17,,,《投资者关系活动记录表》（2019-003）
年 月 日,实地调研,机构,详见深圳证券交易所投资者关系互动平台
2019 11 07,,,《投资者关系活动记录表》（2019-004）
年 月 日,实地调研,机构,详见深圳证券交易所投资者关系互动平台
2019 12 02,,,《投资者关系活动记录表》（2019-005）
年 月 日,电话沟通,机构,详见深圳证券交易所投资者关系互动平台
2019 12 18,,,《投资者关系活动记录表》（2019-006）
