项目,"809,664,717.00","809,664,717.00_2"
其他权益工具,,
其中：优先股,,
永续债,,
资本公积,"289,844,568.41","289,844,568.41"
减：库存股,"41,553,639.06","41,553,639.06"
其他综合收益,,
专项储备,,
盈余公积,"56,604,057.76","56,604,057.76"
未分配利润,"267,339,055.87","267,339,055.87"
所有者权益合计,"1,381,898,759.98","1,381,898,759.98"
负债和所有者权益总计,"3,604,201,806.11","3,604,201,806.11"
