date,股票代码,open,close,high,low,volume,amount,amplitude,change_percent,change_amount,turnover,MA5,MA10,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower
2020-06-23,002216,185.3,187.46,189.78,182.9,93632,215064244.0,3.72,1.43,2.64,1.66,187.60399999999998,184.948,186.28,181.32533333333333,55.769230769230795,0.32534318535385864,0.3873429488103388,-0.06199976345648017,186.28,198.30270133407572,174.25729866592428
2020-06-24,002216,188.02,188.18,189.54,185.78,58466,135132364.0,2.01,0.38,0.72,1.03,186.676,185.69199999999998,186.10399999999998,181.84000000000003,54.803493449781676,0.4748766396806161,0.40484968698439433,0.07002695269622178,186.10399999999998,197.89341969912303,174.31458030087694
2020-06-29,002216,188.26,192.58,193.78,187.78,98252,232205880.0,3.19,2.34,4.4,1.74,188.02,186.996,186.152,182.46,65.24520255863543,0.9376179313647697,0.5114033358604695,0.4262145955043002,186.152,198.0433566133233,174.26064338667666
2020-06-30,002216,194.02,194.18,194.58,190.74,67259,159650470.0,1.99,0.83,1.6,1.19,189.44400000000002,188.44400000000002,186.072,183.10533333333333,71.49122807017544,1.4171147504179942,0.6925456187719745,0.7245691316460197,186.072,197.70944518897,174.43455481103
2020-07-01,002216,201.38,201.38,206.98,195.46,124493,309649616.0,5.93,3.71,7.2,2.2,192.756,190.1,186.1,183.728,75.74626865671641,2.3509984149136187,1.0242361780003035,1.3267622369133152,186.1,197.8885653785427,174.3114346214573
2020-07-02,002216,221.22,221.22,221.22,215.38,148000,402017520.0,2.9,9.85,19.84,2.62,199.50799999999998,193.556,187.68800000000002,184.71999999999997,83.02872062663184,4.638559708579265,1.747100884116096,2.8914588244631694,187.68800000000002,207.32576554981344,168.0502344501866
2020-07-03,002216,226.82,221.06,226.82,215.62,198910,541412880.0,5.06,-0.07,-0.16,3.52,206.084,196.38,189.584,185.75333333333336,84.46215139442234,6.365183973319262,2.6707175019567293,3.6944664713625324,189.584,214.0913929984181,165.07660700158192
2020-07-06,002216,219.54,221.06,224.42,217.46,150396,410536688.0,3.15,0.0,0.0,2.66,211.78000000000003,199.9,191.404,186.83333333333334,84.42077230359523,7.645414562807048,3.665656914126793,3.9797576486802546,191.404,219.51338513435581,163.29461486564418
2020-07-07,002216,220.9,221.22,225.3,215.86,183364,496446592.0,4.27,0.07,0.16,3.24,217.18800000000002,203.316,193.40800000000002,187.77066666666667,83.01886792452832,8.574080528214239,4.647341636944283,3.926738891269956,193.40800000000002,224.03814380432533,162.7778561956747
2020-07-08,002216,219.06,219.14,221.38,216.58,119840,323617216.0,2.17,-0.94,-2.08,2.12,220.74,206.748,195.44,188.40266666666668,79.33526011560693,9.038031577713156,5.525479625098058,3.512551952615098,195.44,227.27438723340344,163.60561276659655
2020-07-09,002216,219.94,224.9,229.38,219.38,145597,401157760.0,4.56,2.63,5.76,2.58,221.47600000000003,210.49200000000002,197.72,189.01600000000002,79.18486171761282,9.758015658343766,6.371986831747199,3.386028826596567,197.72,231.17761812392328,164.26238187607672
2020-07-10,002216,219.62,230.18,235.86,219.62,137520,388683920.0,7.22,2.35,5.28,2.43,223.3,214.692,200.192,189.91733333333335,91.59159159159157,10.632099873557593,7.224009440109278,3.408090433448315,200.192,235.61522615994923,164.76877384005078
2020-07-13,002216,231.78,234.98,238.98,227.94,133222,384713072.0,4.8,2.09,4.8,2.36,226.084,218.93199999999996,202.964,190.912,92.12376933895918,11.578666140479413,8.094940780183306,3.4837253602961074,202.964,240.21236606801438,165.71563393198562
2020-07-14,002216,234.18,231.62,234.18,225.62,100681,284242288.0,3.64,-1.43,-3.36,1.78,228.164,222.67600000000002,205.56,191.81466666666665,90.3448275862069,11.920293088746035,8.860011241895853,3.0602818468501827,205.56,243.21637431187116,167.90362568812884
2020-07-15,002216,231.78,233.38,238.18,230.18,113572,328679472.0,3.45,0.76,1.76,2.01,231.012,225.87599999999998,207.988,192.732,90.19607843137256,12.192504594211385,9.52650991235896,2.6659946818524247,207.988,246.27064171712902,169.70535828287098
2020-07-16,002216,231.7,217.14,236.1,216.5,131916,368422960.0,8.4,-6.96,-16.24,2.33,229.45999999999998,225.468,209.512,193.41733333333332,69.9339207048458,10.971331219926839,9.815474173872538,1.155857046054301,209.512,246.6287067504643,172.3952932495357
2020-07-17,002216,215.78,238.58,238.58,215.78,218436,634069744.0,10.5,9.87,21.44,3.86,231.13999999999996,227.21999999999997,211.8,194.51866666666666,75.64674397859054,11.599855428451178,10.172350424788267,1.4275050036629118,211.8,250.20357439504494,173.39642560495508
2020-07-20,002216,242.42,237.22,242.42,221.38,207240,587977984.0,8.82,-0.57,-1.36,3.67,231.58800000000002,228.836,214.368,195.572,74.06082289803219,11.851606812013529,10.50820170223332,1.3434051097802087,214.368,252.33436827509263,176.40163172490736
2020-07-21,002216,234.18,229.62,235.38,225.86,134841,382202880.0,4.01,-3.2,-7.6,2.39,231.18800000000002,229.676,216.496,196.536,65.71682991985753,11.307519071932632,10.668065176173183,0.6394538957594484,216.496,252.75005466978774,180.24194533021227
2020-07-22,002216,229.38,231.86,234.9,218.98,98576,281613664.0,6.93,0.98,2.24,1.74,230.88400000000001,230.948,218.848,197.38666666666668,57.36434108527132,10.931068345978275,10.720665810134202,0.2104025358440733,218.848,252.456390932215,185.23960906778504
2020-07-23,002216,230.5,242.1,242.9,227.86,142591,419992928.0,6.49,4.42,10.24,2.52,235.87600000000003,232.66799999999998,221.58,198.472,62.77939747327501,11.328423835945898,10.842217415296542,0.4862064206493564,221.58,253.27396821246262,189.8860317875374
2020-07-24,002216,238.98,221.46,238.98,219.78,167499,468806896.0,7.93,-8.53,-20.64,2.96,232.452,231.796,223.24399999999997,199.23466666666667,50.19425019425019,9.864147666137683,10.646603465464771,-0.7824557993270886,223.24399999999997,250.77575269240492,195.71224730759502
2020-07-27,002216,218.98,221.86,226.1,218.02,63321,173083096.0,3.65,0.18,0.4,1.12,229.38000000000002,230.484,224.708,199.93733333333333,50.31007751937985,8.636419639465856,10.24456670026499,-1.6081470607991335,224.708,248.1903845287878,201.2256154712122
2020-07-28,002216,224.42,228.02,231.94,220.18,84090,236248991.0,5.3,2.78,6.16,1.49,229.06,230.12400000000002,226.4,200.61866666666666,54.138702460850126,8.067499736637899,9.809153307539571,-1.741653570901672,226.4,244.98697676501257,207.81302323498744
2020-07-29,002216,227.06,228.98,232.58,225.22,79522,223734368.0,3.23,0.42,0.96,1.41,228.484,229.68400000000003,227.78000000000003,201.45733333333334,51.99063231850117,7.6064086476799275,9.368604375567642,-1.7621957278877147,227.78000000000003,242.16989118864393,213.39010881135613
2020-07-30,002216,228.98,223.14,230.9,221.78,87268,242755821.0,3.98,-2.55,-5.84,1.54,224.692,230.28400000000002,227.87599999999998,202.27466666666666,46.583850931677006,6.692603280004278,8.83340415645497,-2.140800876450692,227.87599999999998,242.10635510153375,213.6456448984662
2020-07-31,002216,223.22,224.66,226.58,219.78,77429,213305118.0,3.05,0.68,1.52,1.37,225.33200000000002,228.892,228.05599999999998,203.07066666666665,44.827586206896555,6.02164348162583,8.271052021489142,-2.249408539863312,228.05599999999998,242.01176530553292,214.10023469446705
2020-08-03,002216,224.66,225.46,228.98,223.14,93670,260325921.0,2.6,0.36,0.8,1.66,226.052,227.71599999999998,228.276,203.80400000000003,46.83127572016461,5.491157673988852,7.715073151989085,-2.223915478000233,228.276,241.90223846616524,214.64976153383478
2020-08-04,002216,225.46,221.14,229.22,218.98,109175,300394064.0,4.54,-1.92,-4.32,1.93,224.67600000000002,226.868,228.272,204.472,43.86527666399359,4.66834221018226,7.10572696362772,-2.4373847534454596,228.272,241.90700386968314,214.63699613031685
2020-08-05,002216,219.14,222.18,224.18,217.22,87500,238375901.0,3.15,0.47,1.04,1.55,223.31599999999997,225.9,228.42400000000004,205.124,52.98013245033113,4.053448701955659,6.495271311293308,-2.441822609337649,228.42400000000004,241.69323850589308,215.154761494107
2020-08-06,002216,222.02,221.38,224.42,219.62,72056,197048836.0,2.16,-0.36,-0.8,1.27,222.964,223.82800000000003,228.248,205.68266666666665,36.54568210262828,3.461683717425302,5.888553792519708,-2.4268700750944054,228.248,241.8043162206273,214.69168377937268
2020-08-07,002216,219.62,223.62,224.1,217.38,80790,220199580.0,3.04,1.01,2.24,1.43,222.756,224.044,227.92000000000002,206.18400000000003,39.506172839506185,3.137290254133177,5.338301084842401,-2.201010830709224,227.92000000000002,241.59640457522454,214.2435954247755
2020-08-10,002216,223.46,230.26,233.94,219.06,116400,326622176.0,6.65,2.97,6.64,2.06,223.71599999999998,224.88400000000001,227.68400000000003,206.872,50.50125313283206,3.377069845523863,4.9460548369786945,-1.5689849914548315,227.68400000000003,241.0057454206493,214.36225457935075
2020-08-11,002216,230.18,252.98,252.98,228.58,246090,755808800.0,10.6,9.87,22.72,4.35,230.084,227.38000000000002,228.752,207.93466666666666,62.52371916508537,5.338867874727157,5.0246174445283875,0.3142504301987694,228.752,246.19097824143438,211.31302175856564
2020-08-12,002216,251.46,244.98,252.58,235.46,193175,582046464.0,6.77,-3.16,-8.0,3.42,234.644,228.98000000000002,229.33200000000002,208.74266666666665,51.754385964912274,6.1768706853595745,5.255068092694625,0.9218025926649496,229.33200000000002,248.13716121762886,210.5268387823712
2020-08-13,002216,244.42,252.26,257.06,242.98,132931,409364704.0,5.75,2.97,7.28,2.35,240.82,231.892,231.08799999999997,209.65200000000002,72.40977881257272,7.34377464599342,5.672809403354384,1.6709652426390367,231.08799999999997,251.58261813822196,210.59338186177797
2020-08-14,002216,247.94,262.98,265.06,245.86,128703,409078736.0,7.61,4.25,10.72,2.28,248.692,235.724,232.308,210.796,76.01214574898783,9.029482596393251,6.344144041962157,2.6853385544310937,232.308,257.12879399891955,207.48720600108044
2020-08-17,002216,262.98,261.78,265.78,256.42,121231,388699680.0,3.56,-0.46,-1.2,2.14,254.996,239.356,233.536,211.87866666666667,72.78617710583147,10.151567371249001,7.105628707819527,3.0459386634294745,233.536,261.5985334790556,205.47346652094438
2020-08-18,002216,260.18,282.1,287.38,259.14,176918,604702176.0,10.79,7.76,20.32,3.13,260.82,245.452,236.16,213.352,78.42465753424653,12.535974902873903,8.191697946830402,4.344276956043501,236.16,271.5408511991855,200.77914880081448
2020-08-19,002216,281.38,297.38,301.54,279.78,169394,610862256.0,7.71,5.42,15.28,3.0,271.3,252.97200000000004,239.436,215.01466666666664,86.08087091757382,15.48015772790336,9.649389903044995,5.830767824858366,239.436,284.0650603460165,194.8069396539835
2020-08-20,002216,296.58,287.06,296.58,274.26,151087,528724576.0,7.51,-3.47,-10.32,2.67,278.26,259.54,241.68400000000003,216.51466666666664,77.93696275071629,16.787193756312206,11.076950673698438,5.7102430826137685,241.68400000000003,291.1457455158393,192.22225448416077
2020-08-21,002216,287.14,313.94,313.94,284.66,178047,656045520.0,10.2,9.36,26.88,3.15,288.45200000000006,268.572,246.30800000000005,218.55200000000002,82.11382113821135,19.764191285620427,12.814398796082836,6.949792489537591,246.30800000000005,304.35516253095153,188.26083746904857
2020-08-24,002216,306.98,324.98,326.02,298.98,138652,529013664.0,8.61,3.52,11.04,2.45,301.092,278.044,251.464,220.77466666666666,85.93576965669986,22.752047568860547,14.80192855063838,7.950119018222168,251.464,318.05764483666246,184.87035516333754
2020-08-25,002216,316.98,296.1,322.66,295.06,191190,731712560.0,8.49,-8.89,-28.88,3.38,303.892,282.356,254.86800000000002,222.44666666666666,71.44846796657382,22.529860354090147,16.347514911328734,6.182345442761413,254.86800000000002,323.349109681122,186.38689031887805
2020-08-26,002216,290.9,279.14,290.98,274.42,211981,735154272.0,5.59,-5.73,-16.96,3.75,300.24399999999997,285.772,257.376,223.75199999999998,65.32258064516128,20.74609703363933,17.227231335790854,3.518865697848476,257.376,325.53840124260483,189.21359875739512
2020-08-27,002216,278.98,285.94,288.02,274.58,116239,407478896.0,4.81,2.44,6.8,2.06,300.02,289.14,260.516,225.36,66.14173228346456,19.654589052845836,17.712702879201853,1.941886173643983,260.516,327.8183701467369,193.21362985326311
2020-08-28,002216,282.9,294.66,300.18,281.46,107322,384335904.0,6.55,3.05,8.72,1.9,296.164,292.308,264.01599999999996,227.21866666666665,66.50266502665025,19.27104759720595,18.024371822802674,1.2466757744032755,264.01599999999996,330.7453084507531,197.28669154924683
2020-08-31,002216,292.66,288.18,300.34,284.98,115650,417289184.0,5.21,-2.2,-6.48,2.05,288.80400000000003,294.948,267.152,228.944,59.83899821109122,18.234015999799112,18.066300658201964,0.16771534159714818,267.152,332.12397245128466,202.18002754871532
2020-09-01,002216,285.22,283.38,290.58,278.26,109148,381664224.0,4.28,-1.67,-4.8,1.93,286.26,295.076,270.264,230.64800000000002,60.92896174863387,16.83082581949691,17.819205690460954,-0.9883798709640459,270.264,331.8295400537121,208.6984599462879
2020-09-02,002216,284.98,279.86,292.5,276.42,122673,427981088.0,5.67,-1.24,-3.52,2.17,286.404,293.32399999999996,273.148,232.33733333333333,58.0269892973476,15.25885828997815,17.307136210364394,-2.0482779203862442,273.148,330.4884655865662,215.80753441343387
2020-09-03,002216,280.58,277.78,293.46,274.98,178038,626156432.0,6.6,-0.74,-2.08,3.15,284.77200000000005,292.396,275.96799999999996,233.9786666666667,54.53209211170993,13.68744374930128,16.583197718151773,-2.8957539688504923,275.96799999999996,327.8791474084625,224.05685259153742
2020-09-04,002216,264.74,270.02,271.54,258.26,141549,461810768.0,4.78,-2.79,-7.76,2.5,279.844,288.004,278.288,235.46666666666667,52.42581252943946,11.681264906898605,15.60281115590114,-3.9215462490025352,278.288,324.14260298309006,232.43339701690994
2020-09-07,002216,268.66,253.3,271.14,251.78,148611,474172080.0,7.17,-6.19,-16.72,2.63,272.868,280.83599999999996,279.43999999999994,236.696,41.33782483156881,8.642563364766602,14.210761597674233,-5.568198232907632,279.43999999999994,321.18794340979366,237.69205659020622
2020-09-08,002216,257.3,256.66,258.82,247.14,95220,298143504.0,4.61,1.33,3.36,1.68,267.524,276.892,279.624,237.97866666666667,36.80663556246762,6.431357730734192,12.654880824286227,-6.223523093552036,279.624,320.91080400882504,238.337195991175
2020-09-09,002216,254.1,245.06,255.86,242.02,82883,252637902.0,5.39,-4.52,-11.6,1.47,260.56399999999996,273.48400000000004,279.628,238.98266666666666,36.503856041131115,3.7002837128372335,10.863961401996429,-7.163677689159195,279.628,320.900684786353,238.35531521364697
2020-09-10,002216,250.02,243.38,252.58,241.86,78345,238940607.0,4.37,-0.69,-1.68,1.39,253.68400000000003,269.228,279.184,239.928,22.944785276073645,1.3843677875579488,8.968042679108732,-7.583674891550784,279.184,321.8634201114847,236.50457988851537
2020-09-11,002216,240.98,250.66,253.78,240.98,87822,270588032.0,5.26,2.99,7.28,1.55,249.81199999999998,264.828,278.568,240.892,20.656980416929912,0.13486821319321507,7.201407785925629,-7.066539572732414,278.568,322.5673806654973,234.56861933450267
2020-09-14,002216,253.38,251.38,253.38,244.18,78168,240833257.0,3.67,0.29,0.72,1.38,249.42800000000003,261.148,278.048,241.98399999999998,27.294882209585722,-0.7881855070434653,5.603489127331811,-6.391674634375276,278.048,323.11562992845745,232.98037007154258
2020-09-15,002216,251.38,251.86,256.98,248.74,75231,233777689.0,3.28,0.19,0.48,1.33,248.468,257.996,276.536,243.064,33.36585365853662,-1.4641029743851277,4.189970706988423,-5.654073681373551,276.536,323.03750711762467,230.03449288237536
2020-09-16,002216,253.06,248.1,256.18,245.38,80655,248168731.0,4.29,-1.49,-3.76,1.43,249.07600000000002,254.82000000000002,274.072,244.11866666666668,26.03850050658565,-2.2769260274375824,2.8965913601032223,-5.173517387540805,274.072,321.14207345157655,227.00192654842346
2020-09-17,002216,247.3,237.78,249.38,233.78,132874,389891328.0,6.29,-4.16,-10.32,2.35,247.956,250.82,271.608,244.9573333333333,14.697120158887813,-3.7110531940463716,1.5750624492733034,-5.286115643319675,271.608,320.9212977048411,222.2947022951589
2020-09-18,002216,236.98,261.3,261.3,236.58,199236,627096960.0,10.4,9.89,23.52,3.52,250.084,249.948,268.976,246.176,36.229508196721326,-2.916126578779142,0.6768246436628143,-3.5929512224419566,268.976,314.22796007386074,223.72403992613926
2020-09-21,002216,261.54,272.58,276.02,258.74,171658,571208672.0,6.61,4.32,11.28,3.04,254.324,251.87600000000003,266.356,247.50933333333333,44.81168332052267,-1.360259554523907,0.2694078040254701,-1.629667358549377,266.356,303.2513492433592,229.46065075664083
2020-09-22,002216,267.38,278.34,285.54,267.22,160796,552989824.0,6.72,2.11,5.76,2.84,259.62,254.044,265.46799999999996,248.912,49.28517682468019,0.33371329416064555,0.2822689020525052,0.051444392108140335,265.46799999999996,300.13683059373085,230.79916940626907
2020-09-23,002216,280.98,275.54,282.1,269.22,102053,345482192.0,4.63,-1.01,-2.8,1.81,265.10800000000006,257.092,265.288,250.148,48.95366218236176,1.4337351751054257,0.5125621566630894,0.9211730184423363,265.288,299.69433576904987,230.88166423095012
2020-09-24,002216,273.46,267.78,278.98,265.14,82794,276070672.0,5.02,-2.82,-7.76,1.46,271.108,259.532,264.38,250.924,48.95366218236173,1.660205478693399,0.7420908210691514,0.9181146576242477,264.38,297.423022673,231.33697732700003
2020-09-25,002216,270.02,268.58,275.7,264.1,66327,220847817.0,4.33,0.3,0.8,1.17,272.56399999999996,261.32399999999996,263.076,251.716,58.38454784899032,1.8825374204938043,0.970180140954082,0.9123572795397223,263.076,292.9987063228609,233.15329367713915
2020-09-28,002216,272.58,267.46,273.86,262.18,58686,193678487.0,4.35,-0.42,-1.12,1.04,271.54,262.93199999999996,262.03999999999996,252.48933333333332,56.07560756075605,1.945930965545415,1.1653303058723488,0.7806006596730661,262.03999999999996,289.6483221625572,234.43167783744278
2020-09-29,002216,267.54,286.18,288.58,267.54,121311,423225712.0,7.87,7.0,18.72,2.15,273.108,266.364,262.17999999999995,253.572,71.41666666666666,3.466755754796168,1.6256153956571127,1.8411403591390552,262.17999999999995,290.2681859413108,234.09181405868912
2020-09-30,002216,284.58,281.14,288.74,275.62,92911,322966800.0,4.58,-1.76,-5.04,1.64,274.22799999999995,269.668,262.244,254.60533333333336,69.00161030595811,4.216726677943711,2.1438376521144327,2.0728890258292787,262.244,290.5070935841662,233.98090641583383
2020-10-09,002216,286.98,283.86,287.38,273.78,97636,337652288.0,4.84,0.97,2.72,1.73,277.44399999999996,274.276,262.548,255.588,67.51054852320675,4.973236926245079,2.709717506940562,2.263519419304517,262.548,291.63352731080073,233.46247268919925
2020-10-12,002216,281.38,283.62,284.82,270.98,160029,548523088.0,4.88,-0.08,-0.24,2.83,280.452,276.508,263.22799999999995,256.47866666666664,67.0907548770144,5.490124021908628,3.265798809934175,2.2243252119744525,263.22799999999995,293.65408963580893,232.80191036419095
2020-10-13,002216,277.22,278.58,280.34,273.3,103725,354494944.0,2.48,-1.78,-5.04,1.83,282.676,277.108,264.492,257.20533333333333,63.51132686084139,5.430475746181685,3.6987341971836774,1.7317415489980075,264.492,295.2797717352364,233.70422826476363
2020-10-14,002216,276.98,275.46,277.62,274.02,67604,230215445.0,1.29,-1.12,-3.12,1.2,280.532,276.82,265.43199999999996,257.936,63.92508143322474,5.072968114245384,3.9735809805960187,1.0993871336493655,265.43199999999996,296.3606020580162,234.50339794198374
2020-10-15,002216,275.94,274.98,280.98,272.18,69360,236255154.0,3.19,-0.17,-0.48,1.23,279.3,276.764,266.928,258.62933333333336,71.04072398190044,4.696767341483394,4.118218252773493,0.5785490887099005,266.928,296.575519182626,237.28048081737398
2020-10-16,002216,274.98,273.46,276.42,268.98,57603,193869797.0,2.71,-0.55,-1.52,1.02,277.21999999999997,277.332,268.432,259.568,59.15662650602406,4.227245170897959,4.140023636398387,0.08722153449957215,268.432,296.0308234684392,240.8331765315608
2020-10-19,002216,274.02,270.18,274.9,269.46,43931,147529007.0,1.99,-1.2,-3.28,0.78,274.532,277.49199999999996,269.408,260.0946666666667,47.94520547945208,3.5495597646456076,4.021930862047831,-0.47237109740222305,269.408,295.7107375801549,243.10526241984513
2020-10-20,002216,267.94,275.94,276.18,260.58,79894,267308049.0,5.77,2.13,5.76,1.41,274.004,278.34000000000003,270.636,260.74,47.94520547945208,3.4376460159903672,3.9050738928363384,-0.4674278768459712,270.636,295.65687583136105,245.615124168639
2020-10-21,002216,275.22,278.98,279.46,268.74,81866,279364672.0,3.88,1.1,3.04,1.45,274.70799999999997,277.62,271.99199999999996,261.56266666666664,52.933151432469295,3.5532959734144356,3.8347183089519583,-0.2814223355375227,271.99199999999996,295.62970190984964,248.35429809015028
2020-10-22,002216,275.14,269.86,277.62,269.46,47965,161340336.0,2.92,-3.27,-9.12,0.85,273.684,276.492,273.08000000000004,262.196,51.73333333333337,2.8758901454884267,3.6429526762592523,-0.7670625307708256,273.08000000000004,293.9256099126781,252.23439008732197
2020-10-23,002216,267.86,255.14,270.5,250.34,92334,295364960.0,7.47,-5.45,-14.72,1.63,270.02,273.62,273.948,262.4133333333333,40.90909090909092,1.138140392606374,3.141990219528677,-2.003849826922303,273.948,289.3359482576109,258.5600517423891
2020-10-26,002216,250.18,257.46,261.38,239.46,79004,243053274.0,8.59,0.91,2.32,1.4,267.476,271.004,273.756,263.0133333333333,43.3439829605964,-0.051243492330968365,2.503343477156748,-2.5545869694877164,273.756,289.88634068227566,257.6256593177243
2020-10-27,002216,257.14,253.78,262.42,250.98,77785,247163427.0,4.44,-1.43,-3.68,1.38,263.044,268.524,272.81600000000003,263.5453333333333,23.035952063914806,-1.2760742455744207,1.7474599326105142,-3.023534178184935,272.81600000000003,291.2601009254269,254.37189907457315
2020-10-28,002216,254.98,251.86,254.98,247.78,55823,173319895.0,2.84,-0.76,-1.92,0.99,257.62,266.164,271.492,263.9426666666667,24.297752808988818,-2.3743197161147123,0.9231040028654691,-3.2974237189801814,271.492,291.9574158598293,251.02658414017068
2020-10-29,002216,247.78,258.58,262.1,247.06,65006,206306054.0,5.97,2.67,6.72,1.15,255.36399999999998,264.524,270.644,264.436,29.26509186351703,-2.671642295984043,0.2041547430955667,-2.8757970390796097,270.644,291.79712235257773,249.49087764742228
2020-10-30,002216,258.98,249.46,259.38,247.86,52343,162989238.0,4.46,-3.53,-9.12,0.93,254.228,262.12399999999997,269.728,264.87466666666666,25.54410080183274,-3.6016626386624466,-0.557008733256036,-3.0446539054064106,269.728,292.8941618927709,246.5618381072291
2020-11-02,002216,246.98,245.3,253.38,243.46,78532,239443164.0,3.98,-1.67,-4.16,1.39,251.796,259.636,268.56399999999996,265.2186666666667,25.870069605568446,-4.621118318667868,-1.3698306503384026,-3.2512876683294656,268.56399999999996,294.18265635985176,242.94534364014814
2020-11-03,002216,247.46,246.26,249.38,242.66,56041,169412122.0,2.74,0.39,0.96,0.99,250.292,256.668,267.504,265.56533333333334,28.14371257485027,-5.290593642675901,-2.1539832488059023,-3.136610393869999,267.504,295.0005126209808,240.0074873790192
2020-11-04,002216,246.18,250.34,251.78,244.58,60721,186696383.0,2.92,1.66,4.08,1.07,249.988,253.804,265.712,266.05199999999996,32.49999999999997,-5.429349595757117,-2.8090565181961455,-2.620293077560971,265.712,292.75139083711156,238.6726091628884
2020-11-05,002216,258.58,257.86,260.58,248.5,93236,292144240.0,4.83,3.0,7.52,1.65,249.844,252.60399999999998,264.548,266.64666666666665,39.79057591623038,-4.876302555057123,-3.2225057255683414,-1.6537968294887815,264.548,290.78334746943665,238.31265253056335
2020-11-06,002216,254.18,254.1,256.9,250.98,68075,213186061.0,2.3,-1.46,-3.76,1.2,250.772,252.5,263.06,267.192,39.542143600416225,-4.68737621200097,-3.5154798228548674,-1.1718963891461027,263.06,288.0286894456147,238.0913105543853
2020-11-09,002216,252.26,252.9,256.82,249.62,78318,244622569.0,2.83,-0.47,-1.2,1.39,252.292,252.044,261.524,267.68,34.07079646017698,-4.581666100352976,-3.7287170783544896,-0.8529490219984863,261.524,284.895798030059,238.15220196994105
2020-11-10,002216,250.98,240.9,251.78,239.78,115909,349185776.0,4.74,-4.74,-12.0,2.05,251.22000000000003,250.756,259.64,267.8573333333333,26.574803149606282,-5.403897025980825,-4.063753067879757,-1.3401439581010681,259.64,283.2958554006575,235.98414459934247
2020-11-11,002216,240.9,242.9,247.78,240.34,76183,230097640.0,3.09,0.83,2.0,1.35,249.73200000000003,249.86000000000004,258.01200000000006,267.68933333333337,31.823085221143458,-5.826968013000027,-4.416396056903811,-1.4105719560962156,258.01200000000006,281.56505375217006,234.45894624783008
2020-11-12,002216,244.42,233.22,244.5,232.66,101992,297121296.0,4.87,-3.99,-9.68,1.8,244.804,247.324,255.92399999999998,267.49333333333334,34.143518518518505,-6.86422342433417,-4.905961530389883,-1.9582618939442877,255.92399999999998,280.5243015813773,231.32369841862266
2020-11-13,002216,232.42,227.94,235.38,224.34,117493,331257776.0,4.73,-2.26,-5.28,2.08,239.57199999999997,245.17200000000003,253.648,267.088,29.522752497225298,-8.019859733221779,-5.528741170956263,-2.491118562265516,253.648,279.791611154745,227.504388845255
2020-11-16,002216,229.06,228.1,231.38,222.98,94045,262591145.0,3.69,0.07,0.16,1.66,234.612,243.452,251.544,266.50666666666666,31.271878646441053,-8.821114850062827,-6.187215906777576,-2.633898943285251,251.544,278.8335849807401,224.2544150192599
2020-11-17,002216,228.02,220.26,228.1,218.66,112497,306941408.0,4.14,-3.44,-7.84,1.99,230.484,240.852,248.76,265.81466666666665,28.786251342642288,-9.973766410550127,-6.944526007532087,-3.02924040301804,248.76,276.91721876217605,220.60278123782393
2020-11-18,002216,221.3,222.82,228.1,221.3,89154,246947218.0,3.09,1.16,2.56,1.58,226.468,238.1,245.952,264.82666666666665,24.573378839590447,-10.558963315085151,-7.6674134690427,-2.8915498460424516,245.952,272.5795501175596,219.32444988244038
2020-11-19,002216,224.5,223.78,225.54,219.46,47277,129969576.0,2.73,0.43,0.96,0.84,224.58,234.692,243.648,263.6,29.343629343629345,-10.820539655503381,-8.298038706334836,-2.5225009491685455,243.648,269.5291547777832,217.76684522221674
2020-11-20,002216,223.86,224.82,226.58,222.82,49727,137744967.0,1.68,0.46,1.04,0.88,223.956,231.76399999999998,242.132,262.56266666666664,32.655826558265574,-10.819204427563193,-8.802271850580507,-2.0169325769826862,242.132,268.7211735783372,215.54282642166285
2020-11-23,002216,224.82,223.7,226.02,220.74,49774,136733848.0,2.35,-0.5,-1.12,0.88,223.07600000000002,228.844,240.44400000000002,261.0586666666667,30.94594594594595,-10.784207261199072,-9.19865893270422,-1.585548328494852,240.44400000000002,267.22175541868955,213.6662445813105
2020-11-24,002216,222.82,219.78,222.9,218.98,64592,175334016.0,1.75,-1.75,-3.92,1.14,222.98000000000002,226.73199999999997,238.74399999999997,259.30533333333335,24.119241192411934,-10.946597432723536,-9.548246632708084,-1.3983508000154519,238.74399999999997,266.26368053670143,211.2243194632985
2020-11-25,002216,219.78,211.62,220.58,210.98,85872,226143890.0,4.37,-3.71,-8.16,1.52,220.74,223.60399999999998,236.73200000000003,257.89733333333334,11.260053619302951,-11.600018821436691,-9.958601070453806,-1.6414177509828853,236.73200000000003,266.0399831768537,207.42401682314636
2020-11-26,002216,212.26,209.38,214.98,206.98,64077,165727746.0,3.78,-1.06,-2.24,1.13,217.85999999999999,221.21999999999997,234.272,256.73466666666667,11.554332874828063,-12.158454167905035,-10.398571689944053,-1.759882477960982,234.272,264.11303398801203,204.43096601198795
2020-11-27,002216,209.54,208.98,213.78,206.5,71032,183574570.0,3.48,-0.19,-0.4,1.26,214.692,219.32399999999998,232.248,255.45200000000003,11.71548117154812,-12.489325688153372,-10.816722489585917,-1.6726031985674545,232.248,263.22130980053646,201.27469019946355
