date,股票代码,open,close,high,low,volume,amount,amplitude,change_percent,change_amount,turnover,MA5,MA10,MA20,MA60,RSI,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower
2024-01-16,000001,1343.03,1361.79,1363.04,1339.28,1438313,1334465408.53,1.77,1.21,16.26,0.74,1344.282,1343.156,,,,0.5402485270615216,-0.7430997202902812,1.2833482473518028,,,
2024-01-17,000001,1360.54,1348.03,1368.04,1348.03,1482296,1380725065.03,1.47,-1.01,-13.76,0.76,1347.782,1343.531,,,,0.7225020441796914,-0.44997936739628663,1.172481411575978,,,
2024-01-18,000001,1345.53,1344.28,1349.28,1319.28,1755132,1597853726.63,2.23,-0.28,-3.75,0.9,1348.532,1344.656,,,,0.5579143206207391,-0.24840062979288152,0.8063149504136207,,,
2024-01-19,000001,1339.28,1340.53,1344.28,1331.78,963981,881865023.89,0.93,-0.28,-3.75,0.5,1348.032,1343.406,,,47.8264649626152,0.12346052785392203,-0.17402839826352082,0.2974889261174428,,,
2024-01-22,000001,1339.28,1331.78,1351.78,1324.28,1580320,1449858241.68,2.05,-0.65,-8.75,0.81,1345.282,1342.781,,,44.445342166922515,-0.9163361534062915,-0.322489949292075,-0.5938462041142165,,,
2024-01-23,000001,1325.53,1339.28,1341.78,1314.28,1135545,1030898421.04,2.06,0.56,7.5,0.59,1340.7800000000002,1342.531,,,48.07721888940163,-1.1222584973745597,-0.48244365890857194,-0.6398148384659879,,,
2024-01-24,000001,1348.03,1360.54,1361.79,1328.03,1759123,1620099272.06,2.52,1.59,21.26,0.91,1343.282,1345.532,,,59.82289509390845,0.4251500194291111,-0.30092492324103537,0.7260749426701465,,,
2024-01-25,000001,1360.54,1381.79,1386.79,1353.03,2162514,2037648413.07,2.48,1.56,21.25,1.11,1350.784,1349.658,,,60.17836919592299,3.327818800179557,0.42482382144308317,2.9029949787364737,,,
2024-01-26,000001,1378.04,1396.79,1403.04,1374.29,2272287,2172799799.01,2.08,1.09,15.0,1.17,1362.036,1355.0339999999999,,,70.7955832389581,6.7606468329590825,1.6919884237462832,5.0686584092128,,,
2024-01-29,000001,1405.54,1406.79,1429.3,1391.79,2376252,2312173346.33,2.69,0.72,10.0,1.22,1377.038,1361.16,1351.3449999999998,,72.0328068867349,10.170860854846524,3.3877629099663316,6.783097944880192,1351.3449999999998,1393.1720335649338,1309.5179664350658
2024-01-30,000001,1395.54,1381.79,1406.79,1380.54,1579122,1515156603.96,1.87,-1.78,-25.0,0.81,1385.54,1363.1599999999999,1353.158,,65.89161706349205,10.732471716954024,4.85670467136387,5.875767045590154,1353.158,1397.0177595692644,1309.2982404307354
2024-01-31,000001,1376.79,1376.79,1389.29,1366.79,1357217,1286857396.81,1.63,-0.36,-5.0,0.7,1388.79,1366.036,1354.7835,,61.60097261325825,10.65131245829798,6.015626228750692,4.635686229547288,1354.7835,1399.655904965284,1309.911095034716
2024-02-01,000001,1370.54,1370.54,1379.29,1361.79,1055260,993481907.01,1.27,-0.45,-6.25,0.54,1386.54,1368.6619999999998,1356.659,,58.595263388114724,9.967768167803342,6.806054616561222,3.16171355124212,1356.659,1400.8332553745365,1312.4847446254637
